device_code,device_name_full,device_name_without_network_type,device_generation,product_line,product_type,manufacturer,platform
KID_TAB_7_S02,Retailer Stores,Retailer Stores,Retailer Stores,,,Trevi,android
Tab104GS2,Tab104GS2,Tab104GS2,Tab104GS2,,,Trevi,android
TriaPlayBox,TriaPlayBox,TriaPlayBox,TriaPlayBox,,,TriaPlay,android
A23 Max,A23 Max,A23 Max,A23 Max,,,Trident,android
A24,A24,A24,A24,,,Trident,android
A25,A25,A25,A25,,,Trident,android
A53 PRO,A53 PRO,A53 PRO,A53 PRO,,,Trident,android
Passion-1S,Passion-1S,Passion-1S,Passion-1S,,,Trifone,android
Passion-Plus,Passion-Plus,Passion-Plus,Passion-Plus,,,Trifone,android
Passion1,Passion1,Passion1,Passion1,,,Trifone,android
Passion_Pro,Passion_Pro,Passion_Pro,Passion_Pro,,,Trifone,android
T-FASHION,T-FASHION,T-FASHION,T-FASHION,,,Trifone,android
TRI_POWER,TRI_POWER,TRI_POWER,TRI_POWER,,,Trifone,android
Trifone_X7,Trifone_X7,Trifone_X7,Trifone_X7,,,Trifone,android
X701,X701,X701,X701,,,Trifone,android
MobileMapper50_4G,MM50,MM50,MM50,,,Trimble Navigation,android
TDC100_4G,MM50,MM50,MM50,,,Trimble Navigation,android
MobileMapper50_WiFi,MM50,MM50,MM50,,,Trimble Navigation,android
TDC100_WiFi,MM50,MM50,MM50,,,Trimble Navigation,android
PD5,MobileDisplayTerminal,MobileDisplayTerminal,MobileDisplayTerminal,,,Trimble Navigation,android
Nomad 5,Nomad 5,Nomad 5,Nomad 5,,,Trimble Navigation,android
MS5,PeopleNet ConnectedTablet,PeopleNet ConnectedTablet,PeopleNet ConnectedTablet,,,Trimble Navigation,android
RGR5,Ranger 5,Ranger 5,Ranger 5,,,Trimble Navigation,android
TD520,TD-520,TD-520,TD-520,,,Trimble Navigation,android
MobileMapper50_WiFi,TDC100_WiFi,TDC100_WiFi,TDC100_WiFi,,,Trimble Navigation,android
TDC100_WiFi,TDC100_WiFi,TDC100_WiFi,TDC100_WiFi,,,Trimble Navigation,android
TDC500,TDC500 Handheld,TDC500 Handheld,TDC500 Handheld,,,Trimble Navigation,android
TDC500,TDC500 Handheld,TDC500 Handheld,TDC500 Handheld,,,Trimble Navigation,android
MobileMapper60,TDC600/MM60,TDC600/MM60,TDC600/MM60,,,Trimble Navigation,android
TDC600,TDC600/MM60,TDC600/MM60,TDC600/MM60,,,Trimble Navigation,android
TDC600_2,TDC600_2,TDC600_2,TDC600_2,,,Trimble Navigation,android
TDC800,TDC800 Handheld,TDC800 Handheld,TDC800 Handheld,,,Trimble Navigation,android
TDC800,TDC800 Handheld,TDC800 Handheld,TDC800 Handheld,,,Trimble Navigation,android
Rugged Tablet,TDI 600,TDI 600,TDI 600,,,Trimble Navigation,android
TDI 600,TDI 600,TDI 600,TDI 600,,,Trimble Navigation,android
TSC5,TSC5,TSC5,TSC5,,,Trimble Navigation,android
MS5,Trimble ConnectedTablet,Trimble ConnectedTablet,Trimble ConnectedTablet,,,Trimble Navigation,android
DUO,Trimble DUO,Trimble DUO,Trimble DUO,,,Trimble Navigation,android
TRIO-7.85,7.85,7.85,7.85,,,Trio,android
Trio 7.85 vQ,7.85 vQ,7.85 vQ,7.85 vQ,,,Trio,android
Trio AXS 3G,AXS 3G,AXS 3G,AXS 3G,,,Trio,android
Trio MINI,MINI,MINI,MINI,,,Trio,android
MST711,MST711,MST711,MST711,,,Trio,android
Trio-Stealth-G4-7,Stealth G4 7,Stealth G4 7,Stealth G4 7,,,Trio,android
Trio-Stealth G4 10.1,Stealth-G4-101,Stealth-G4-101,Stealth-G4-101,,,Trio,android
Trio-Stealth-G4-7.85,Stealth-G4-7.85,Stealth-G4-7.85,Stealth-G4-7.85,,,Trio,android
HCH03,HCH03,HCH03,HCH03,,,TRUE,android
SMART 4G Adventure,SMART 4G Adventure,SMART 4G Adventure,SMART 4G Adventure,,,TRUE,android
SMART 4G Adventure Pro,SMART 4G Adventure Pro,SMART 4G Adventure Pro,SMART 4G Adventure Pro,,,TRUE,android
SMART 4G Champion,SMART 4G Champion,SMART 4G Champion,SMART 4G Champion,,,TRUE,android
SMART 4G GEN C 4.0,"SMART 4G GEN C 4.0""","SMART 4G GEN C 4.0""","SMART 4G GEN C 4.0""",,,TRUE,android
SMART 4G GEN C 5.0,"SMART 4G GEN C 5.0""","SMART 4G GEN C 5.0""","SMART 4G GEN C 5.0""",,,TRUE,android
SMART 4G M1,SMART 4G M1,SMART 4G M1,SMART 4G M1,,,TRUE,android
SMART 4G M1 Plus,SMART 4G M1 Plus,SMART 4G M1 Plus,SMART 4G M1 Plus,,,TRUE,android
SMART 4G Octa 5.5,SMART 4G Octa 5.5,SMART 4G Octa 5.5,SMART 4G Octa 5.5,,,TRUE,android
SMART 4G P1,SMART 4G P1,SMART 4G P1,SMART 4G P1,,,TRUE,android
SMART 4G P1 Prime,SMART 4G P1 Prime,SMART 4G P1 Prime,SMART 4G P1 Prime,,,TRUE,android
SMART TAB 4G M1,SMART TAB 4G M1,SMART TAB 4G M1,SMART TAB 4G M1,,,TRUE,android
SMART TAB 4G e-Biz,SMART TAB 4G e-Biz,SMART TAB 4G e-Biz,SMART TAB 4G e-Biz,,,TRUE,android
SMART TAB 4G e-Biz PRO,SMART TAB 4G e-Biz PRO,SMART TAB 4G e-Biz PRO,SMART TAB 4G e-Biz PRO,,,TRUE,android
SMART 4G GEN C 5.5,SMART_4G_GEN_C_5.5,SMART_4G_GEN_C_5.5,SMART_4G_GEN_C_5.5,,,TRUE,android
SMART Champ 4.0,SMART_Champ_4inch,SMART_Champ_4inch,SMART_Champ_4inch,,,TRUE,android
SMART_MAX_4.0_PLUS,SMART_MAX_4.0_PLUS,SMART_MAX_4.0_PLUS,SMART_MAX_4.0_PLUS,,,TRUE,android
HPH07,True ID TV,True ID TV,True ID TV,,,TRUE,android
STI6030_TRUE_TV_A01,TrueID TV,TrueID TV,TrueID TV,,,TRUE,android
HPH07,TrueID TV,TrueID TV,TrueID TV,,,TRUE,android
T3AMX3,T3AMX3,T3AMX3,T3AMX3,,,TrueIDTV,android
TC504B,TC504B,TC504B,TC504B,,,TuCEL,android
TL554B,TL554B,TL554B,TL554B,,,TuCEL,android
StarTrail TT,Star Trail by TT,Star Trail by TT,Star Trail by TT,,,Tunisie Telecom,android
TURBO-X FHD Android TV,Greece,Greece,Greece,,,Turbo-X,android
TURBO-X UHD Android TV,Greek and Bulgarian,Greek and Bulgarian,Greek and Bulgarian,,,Turbo-X,android
Fire_II_WiFi,"Turbo-X Fire II (2GB) Tablet 10.1"" WIFI","Turbo-X Fire II (2GB) Tablet 10.1"" WIFI","Turbo-X Fire II (2GB) Tablet 10.1"" WIFI",,,Turbo-X,android
Turbo_X8,Turbo_X8,Turbo_X8,Turbo_X8,,,Turbo-X,android
Monsterpad 3G,Monsterpad_3G,Monsterpad_3G,Monsterpad_3G,,,Turbokids,android
Princess,Princess,Princess,Princess,,,Turbokids,android
Princess 3G,Princess 3G,Princess 3G,Princess 3G,,,Turbokids,android
Turbokids-TMNT,Turbokids-TMNT,Turbokids-TMNT,Turbokids-TMNT,,,Turbokids,android
Turbokids3GNEW,Turbokids3GNEW,Turbokids3GNEW,Turbokids3GNEW,,,Turbokids,android
TurbokidsP,TurbokidsP,TurbokidsP,TurbokidsP,,,Turbokids,android
TurbokidsS5,TurbokidsS5,TurbokidsS5,TurbokidsS5,,,Turbokids,android
Turbokids Star,TurbokidsStarA100,TurbokidsStarA100,TurbokidsStarA100,,,Turbokids,android
Turbokids_Star,Turbokids_Star,Turbokids_Star,Turbokids_Star,,,Turbokids,android
ADR1776,ADR1776,ADR1776,ADR1776,,,Turbonet,android
TN451A1,TN451A1,TN451A1,TN451A1,,,Turbonet,android
TN451A1,TN451A1,TN451A1,TN451A1,,,Turbonet,android
TN500A1,TN500A1,TN500A1,TN500A1,,,Turbonet,android
TN500A2,TN500A2,TN500A2,TN500A2,,,Turbonet,android
TN502A1,TN502A1,TN502A1,TN502A1,,,Turbonet,android
TN800A1,TurboTab E1,TurboTab E1,TurboTab E1,,,Turbonet,android
Dream,Dream,Dream,Dream,,,Turbopad,android
Mercury,Mercury,Mercury,Mercury,,,Turbopad,android
S5,S5,S5,S5,,,Turbopad,android
TurboX_Ray,TurboX,TurboX,TurboX,,,Turbopad,android
TurboX5Black,TurboX5Black,TurboX5Black,TurboX5Black,,,Turbopad,android
Turbopad1015NEW,Turbopad1015NEW,Turbopad1015NEW,Turbopad1015NEW,,,Turbopad,android
Turbopad1016,Turbopad1016,Turbopad1016,Turbopad1016,,,Turbopad,android
Turbopad1016NEW,Turbopad1016NEW,Turbopad1016NEW,Turbopad1016NEW,,,Turbopad,android
TurboPadPro,Turbopadpro,Turbopadpro,Turbopadpro,,,Turbopad,android
E4,E4,E4,E4,,,Turk Telekom,android
Tvera 4K Android TV,Tvera,Tvera,Tvera,,,Tvera,android
TVSTAR 4K Android TV,TVSTAR,TVSTAR,TVSTAR,,,Tvstar,android
KIDS705-701A,KIDS705-701A,KIDS705-701A,KIDS705-701A,,,UJoyFeel,android
KIDS705-701,KIDS705_701,KIDS705_701,KIDS705_701,,,UJoyFeel,android
UKA_Dream_1,UKA_Dream_1,UKA_Dream_1,UKA_Dream_1,,,UKA-Dream,android
U1,U1,U1,U1,,,ULCOOL,android
U2,U2,U2,U2,,,ULCOOL,android
UNI10IN,UNI10IN,UNI10IN,UNI10IN,,,UNILORIN,android
D10,D10,D10,D10,,,UNIQ-CELL,android
D7,D7,D7,D7,,,UNIQ-CELL,android
D7PRO,D7PRO,D7PRO,D7PRO,,,UNIQ-CELL,android
K7pro,K7_PRO,K7_PRO,K7_PRO,,,UNIQ-CELL,android
UNIQCELL_A4,UNIQCELL_A4,UNIQCELL_A4,UNIQCELL_A4,,,UNIQ-CELL,android
UNIQCELL_A5,UNIQCELL_A5,UNIQCELL_A5,UNIQCELL_A5,,,UNIQ-CELL,android
UNIQCELL_A55,UNIQCELL_A55,UNIQCELL_A55,UNIQCELL_A55,,,UNIQ-CELL,android
W7,W7,W7,W7,,,UNIQ-CELL,android
ZX_001,ZX_001,ZX_001,ZX_001,,,UNIQ-CELL,android
AI PONT,LED32HS72A9,LED32HS72A9,LED32HS72A9,,,UNITED TV,android
4K AI Smart TV,UNITED,UNITED,UNITED,,,UNITED TV,android
UC_TK03,UC_TK03,UC_TK03,UC_TK03,,,UNNIC,android
Premier,Premier,Premier,Premier,,,UNOCP,android
QOOQ,QOOQ,QOOQ,QOOQ,,,UNOWHY,android
QOOQ-V41,QOOQ,QOOQ,QOOQ,,,UNOWHY,android
S10G001S4M,S10G001S4M,S10G001S4M,S10G001S4M,,,UNOWHY,android
S10G001S4M_EEA,S10G001S4M_EEA,S10G001S4M_EEA,S10G001S4M_EEA,,,UNOWHY,android
SQOOL-V4,SQOOL-V4,SQOOL-V4,SQOOL-V4,,,UNOWHY,android
QOOQ-V50,UNOWHY,UNOWHY,UNOWHY,,,UNOWHY,android
SQOOL-V41,UNOWHY,UNOWHY,UNOWHY,,,UNOWHY,android
Y10G001S4M_EEA,Y10G001S4M_EEA,Y10G001S4M_EEA,Y10G001S4M_EEA,,,UNOWHY,android
Y10G007S4MI_EEA,Y10G007S4MI_EEA,Y10G007S4MI_EEA,Y10G007S4MI_EEA,,,UNOWHY,android
Y10G007S4M_EEA,Y10G007S4M_EEA,Y10G007S4M_EEA,Y10G007S4M_EEA,,,UNOWHY,android
iRULU X11,IRULU X11,IRULU X11,IRULU X11,,,USA111,android
X9,IRULU X9,IRULU X9,IRULU X9,,,USA111,android
X7,Irulu X7,Irulu X7,Irulu X7,,,USA111,android
iRULU_V3,iRULU V3,iRULU V3,iRULU V3,,,USA111,android
iRULU_V3,iRULU V3,iRULU V3,iRULU V3,,,USA111,android
V4,iRULU_V4,iRULU_V4,iRULU_V4,,,USA111,android
V11,V11,V11,V11,,,USEN,android
USP-201901,USP- 201901,USP- 201901,USP- 201901,,,USP (The University of the South Pacific),android
MGV2002_HK,MGV2002_HK,MGV2002_HK,MGV2002_HK,,,UTVbox,android
USS,USS,USS,USS,,,Ubiquiti,android
UVP,UVP,UVP,UVP,,,Ubiquiti,android
UVP Executive,UVP Executive,UVP Executive,UVP Executive,,,Ubiquiti,android
UVP Pro,UVP Pro,UVP Pro,UVP Pro,,,Ubiquiti,android
UVP-X,UVP-X,UVP-X,UVP-X,,,Ubiquiti,android
UVP-X,UVP-X,UVP-X,UVP-X,,,Ubiquiti,android
Armor_X3,4dym,4dym,4dym,,,Ulefone,android
Armor 10 5G,Armor 10 5G,Armor 10 5G,Armor 10 5G,,,Ulefone,android
Armor 11 5G,Armor 11 5G,Armor 11 5G,Armor 11 5G,,,Ulefone,android
Armor_2,Armor 2,Armor 2,Armor 2,,,Ulefone,android
Armor_2S,Armor 2S,Armor 2S,Armor 2S,,,Ulefone,android
Armor_6,Armor 6,Armor 6,Armor 6,,,Ulefone,android
Armor 7,Armor 7,Armor 7,Armor 7,,,Ulefone,android
Armor 8,Armor 8,Armor 8,Armor 8,,,Ulefone,android
Armor 9,Armor 9,Armor 9,Armor 9,,,Ulefone,android
Armor 9E,Armor 9E,Armor 9E,Armor 9E,,,Ulefone,android
Armor_X,Armor X,Armor X,Armor X,,,Ulefone,android
Armor_X2,Armor X2,Armor X2,Armor X2,,,Ulefone,android
Armor X5,Armor X5,Armor X5,Armor X5,,,Ulefone,android
Armor X5 Pro,Armor X5 Pro,Armor X5 Pro,Armor X5 Pro,,,Ulefone,android
Armor X5,Armor X5 Q,Armor X5 Q,Armor X5 Q,,,Ulefone,android
Armor X7,Armor X7,Armor X7,Armor X7,,,Ulefone,android
Armor X7 Pro,Armor X7 Pro,Armor X7 Pro,Armor X7 Pro,,,Ulefone,android
Armor_6,Armor6,Armor6,Armor6,,,Ulefone,android
Armor_3,Armor_3,Armor_3,Armor_3,,,Ulefone,android
Armor_3W,Armor_3W,Armor_3W,Armor_3W,,,Ulefone,android
Armor_3WT,Armor_3WT,Armor_3WT,Armor_3WT,,,Ulefone,android
Ulefone_Armor_5,Armor_5,Armor_5,Armor_5,,,Ulefone,android
Armor 5S,Armor_5S,Armor_5S,Armor_5S,,,Ulefone,android
Armor_6E,Armor_6E,Armor_6E,Armor_6E,,,Ulefone,android
Armor_6S,Armor_6S,Armor_6S,Armor_6S,,,Ulefone,android
Armor_7,Armor_7,Armor_7,Armor_7,,,Ulefone,android
Armor 7E,Armor_7E,Armor_7E,Armor_7E,,,Ulefone,android
Armor 7E,Armor_7E,Armor_7E,Armor_7E,,,Ulefone,android
Armor 9E,Armor_9E,Armor_9E,Armor_9E,,,Ulefone,android
Armor_X2,Armor_X2,Armor_X2,Armor_X2,,,Ulefone,android
Armor_X3,Armor_X3,Armor_X3,Armor_X3,,,Ulefone,android
Armor X5,Armor_X5,Armor_X5,Armor_X5,,,Ulefone,android
Armor_X6,Armor_X6,Armor_X6,Armor_X6,,,Ulefone,android
Armor 11 5G,Company Gotron - FIH Foxconn Marketing Name  Retail Branding,Company Gotron - FIH Foxconn Marketing Name  Retail Branding,Company Gotron - FIH Foxconn Marketing Name  Retail Branding,,,Ulefone,android
MIX,MIX,MIX,MIX,,,Ulefone,android
MIX_S,MIX S,MIX S,MIX S,,,Ulefone,android
MIX_2,MIX_2,MIX_2,MIX_2,,,Ulefone,android
Note 10,Note 10,Note 10,Note 10,,,Ulefone,android
Note 11P,Note 11P,Note 11P,Note 11P,,,Ulefone,android
Note 8,Note 8,Note 8,Note 8,,,Ulefone,android
Note 8P,Note 8P,Note 8P,Note 8P,,,Ulefone,android
Note 9P,Note 9P,Note 9P,Note 9P,,,Ulefone,android
Note 10,Note_10,Note_10,Note_10,,,Ulefone,android
Note_7P,Note_7P,Note_7P,Note_7P,,,Ulefone,android
Note 7T,Note_7T,Note_7T,Note_7T,,,Ulefone,android
Note 7T,Note_7T_EEA,Note_7T_EEA,Note_7T_EEA,,,Ulefone,android
P6000_Plus,P6000_Plus,P6000_Plus,P6000_Plus,,,Ulefone,android
Power_2,Power 2,Power 2,Power 2,,,Ulefone,android
Power_3,Power 3,Power 3,Power 3,,,Ulefone,android
Power 3S,Power 3S,Power 3S,Power 3S,,,Ulefone,android
Power_3S,Power 3S,Power 3S,Power 3S,,,Ulefone,android
Power_5,Power 5,Power 5,Power 5,,,Ulefone,android
Power_5S,Power 5S,Power 5S,Power 5S,,,Ulefone,android
Power_3L,Power_3L,Power_3L,Power_3L,,,Ulefone,android
Power_3L,Power_3L_EEA,Power_3L_EEA,Power_3L_EEA,,,Ulefone,android
Power_6,Power_6,Power_6,Power_6,,,Ulefone,android
Power_6,Power_6_EEA,Power_6_EEA,Power_6_EEA,,,Ulefone,android
S10_Pro,S10_Pro,S10_Pro,S10_Pro,,,Ulefone,android
S11 Pro,S11_Pro,S11_Pro,S11_Pro,,,Ulefone,android
Ulefone S7,S7,S7,S7,,,Ulefone,android
Ulefone S7,S7,S7,S7,,,Ulefone,android
Ulefone S8,S8,S8,S8,,,Ulefone,android
S8_Pro,S8 Pro,S8 Pro,S8 Pro,,,Ulefone,android
Ulefone S8,S8_,S8_,S8_,,,Ulefone,android
S8_Pro,S8_Pro,S8_Pro,S8_Pro,,,Ulefone,android
S9_Pro,S9_Pro,S9_Pro,S9_Pro,,,Ulefone,android
T1,T1,T1,T1,,,Ulefone,android
T2,T2,T2,T2,,,Ulefone,android
Note_7P,Ulefone_Note_7,Ulefone_Note_7,Ulefone_Note_7,,,Ulefone,android
Ulefone_Note 7,Ulefone_Note_7,Ulefone_Note_7,Ulefone_Note_7,,,Ulefone,android
Ulefone_S1,Ulefone_S1,Ulefone_S1,Ulefone_S1,,,Ulefone,android
Ulefone_S11,Ulefone_S11,Ulefone_S11,Ulefone_S11,,,Ulefone,android
Ulefone S7,Ulefone_S7,Ulefone_S7,Ulefone_S7,,,Ulefone,android
Ulefone_X,Ulefone_X,Ulefone_X,Ulefone_X,,,Ulefone,android
Ulefone_S11,Ulfone_S11,Ulfone_S11,Ulfone_S11,,,Ulefone,android
Ultimate FU,Ultimate FU,Ultimate FU,Ultimate FU,,,Ultimate,android
10A_3G,10A_3G,10A_3G,10A_3G,,,Umax,android
10A_LTE_eea,10A_LTE_eea,10A_LTE_eea,10A_LTE_eea,,,Umax,android
10C-PRO-LTE,10C-PRO-LTE,10C-PRO-LTE,10C-PRO-LTE,,,Umax,android
10C_LTE,10C_LTE,10C_LTE,10C_LTE,,,Umax,android
VisionBook_10Qa_3G,10Qa_3G,10Qa_3G,10Qa_3G,,,Umax,android
7A_3G,7A_3G,7A_3G,7A_3G,,,Umax,android
7A_Plus,7A_Plus_eea,7A_Plus_eea,7A_Plus_eea,,,Umax,android
7Qa_3G,7Qa_3G,7Qa_3G,7Qa_3G,,,Umax,android
8A_Plus,8A_Plus_eea,8A_Plus_eea,8A_Plus_eea,,,Umax,android
8C_LTE,8C_LTE,8C_LTE,8C_LTE,,,Umax,android
8Qa_3G,MediaTek,MediaTek,MediaTek,,,Umax,android
T8_3G,T8_3G_eea,T8_3G_eea,T8_3G_eea,,,Umax,android
U452TL,U452TL,U452TL,U452TL,,,Umax,android
UMAX 4K Android TV,UMAX,UMAX,UMAX,,,Umax,android
visionbook P55 LTE,UMAX,UMAX,UMAX,,,Umax,android
VisionBook_P50Plus_LTE,VisionBook P50 Plus LTE,VisionBook P50 Plus LTE,VisionBook P50 Plus LTE,,,Umax,android
VisionBook P55 X2 LTE,VisionBook P55 X2 LTE,VisionBook P55 X2 LTE,VisionBook P55 X2 LTE,,,Umax,android
VB_10Q_Plus,VisionBook10Q,VisionBook10Q,VisionBook10Q,,,Umax,android
VisionBook P55 LTE Pro,VisionBook_P55_LTE_Pro,VisionBook_P55_LTE_Pro,VisionBook_P55_LTE_Pro,,,Umax,android
Visionbook_10Q_Pro,Visionbook_10Q_Pro,Visionbook_10Q_Pro,Visionbook_10Q_Pro,,,Umax,android
A3,A3,A3,A3,,,Umidigi,android
A3S,A3S,A3S,A3S,,,Umidigi,android
A3S,A3S_EEA,A3S_EEA,A3S_EEA,,,Umidigi,android
A3X,A3X,A3X,A3X,,,Umidigi,android
A3_Pro,A3_Pro,A3_Pro,A3_Pro,,,Umidigi,android
A5_Pro,A5 Pro,A5 Pro,A5 Pro,,,Umidigi,android
A7,A7,A7,A7,,,Umidigi,android
A7,A7,A7,A7,,,Umidigi,android
A7 Pro,A7 Pro,A7 Pro,A7 Pro,,,Umidigi,android
A7 Pro,A7 Pro EEA,A7 Pro EEA,A7 Pro EEA,,,Umidigi,android
A7S,A7S,A7S,A7S,,,Umidigi,android
A7S,A7S EEA,A7S EEA,A7S EEA,,,Umidigi,android
A9,A9,A9,A9,,,Umidigi,android
A9,A9 EEA,A9 EEA,A9 EEA,,,Umidigi,android
A9 Pro,A9 Pro,A9 Pro,A9 Pro,,,Umidigi,android
A9 Pro,A9 Pro 128G,A9 Pro 128G,A9 Pro 128G,,,Umidigi,android
A9 Pro,A9 Pro 128G EEA,A9 Pro 128G EEA,A9 Pro 128G EEA,,,Umidigi,android
A9 Pro,A9 Pro R,A9 Pro R,A9 Pro R,,,Umidigi,android
A9 Pro,A9 Pro R EEA,A9 Pro R EEA,A9 Pro R EEA,,,Umidigi,android
A9 Pro,A9 Pro_EEA,A9 Pro_EEA,A9 Pro_EEA,,,Umidigi,android
BISON,BISON,BISON,BISON,,,Umidigi,android
BISON GT,BISON GT EEA,BISON GT EEA,BISON GT EEA,,,Umidigi,android
BISON,BISON R,BISON R,BISON R,,,Umidigi,android
BISON,BISON R EEA,BISON R EEA,BISON R EEA,,,Umidigi,android
BISON GT,BISON_GT,BISON_GT,BISON_GT,,,Umidigi,android
F1,F1,F1,F1,,,Umidigi,android
F1,F1_EEA,F1_EEA,F1_EEA,,,Umidigi,android
F2,F2,F2,F2,,,Umidigi,android
One,One,One,One,,,Umidigi,android
One Max,One Max,One Max,One Max,,,Umidigi,android
One Max,One Max E,One Max E,One Max E,,,Umidigi,android
One Max,One Max RU,One Max RU,One Max RU,,,Umidigi,android
One Pro,One Pro,One Pro,One Pro,,,Umidigi,android
Power,Power,Power,Power,,,Umidigi,android
Power_3,Power_3,Power_3,Power_3,,,Umidigi,android
Power_3,Power_3_EEA,Power_3_EEA,Power_3_EEA,,,Umidigi,android
S2_PRO,S2PRO,S2PRO,S2PRO,,,Umidigi,android
S3_Pro,S3_Pro,S3_Pro,S3_Pro,,,Umidigi,android
S5 Pro,S5 Pro,S5 Pro,S5 Pro,,,Umidigi,android
S5 Pro,S5_Pro_EEA,S5_Pro_EEA,S5_Pro_EEA,,,Umidigi,android
UMIDIGI X,UMIDIGI X,UMIDIGI X,UMIDIGI X,,,Umidigi,android
Z2,Z2,Z2,Z2,,,Umidigi,android
Z2_PRO,Z2 Pro,Z2 Pro,Z2 Pro,,,Umidigi,android
Q2,Q2,Q2,Q2,,,Umiio,android
UMIX LITE L,Lite L,Lite L,Lite L,,,Umix,android
UMIX LITE M,Lite M,Lite M,Lite M,,,Umix,android
UMIX LITE XL,Lite XL,Lite XL,Lite XL,,,Umix,android
UMIX VINCI M,Vinci M,Vinci M,Vinci M,,,Umix,android
U2-PLUS-TE-VR,U2-PLUS-TE-VR,U2-PLUS-TE-VR,U2-PLUS-TE-VR,,,Umx(Ultimate Mobile Experience),android
U2VR,U2VR,U2VR,U2VR,,,Umx(Ultimate Mobile Experience),android
U3AR,U3AR,U3AR,U3AR,,,Umx(Ultimate Mobile Experience),android
U504TL,U504TL,U504TL,U504TL,,,Umx(Ultimate Mobile Experience),android
U673C,U673C,U673C,U673C,,,Umx(Ultimate Mobile Experience),android
U683CL,U683CL,U683CL,U683CL,,,Umx(Ultimate Mobile Experience),android
U693CL,U693CL,U693CL,U693CL,,,Umx(Ultimate Mobile Experience),android
SD50,SD50,SD50,SD50,,,Uneone,android
SD55,SD55,SD55,SD55,,,Uneone,android
SD57,SD57,SD57,SD57,,,Uneone,android
SD70,SD70,SD70,SD70,,,Uneone,android
SD80,SD80,SD80,SD80,,,Uneone,android
unifi-TV,unifi-TV,unifi-TV,unifi-TV,,,Unifi-TV,android
Armor 5S,Armor_5S,Armor_5S,Armor_5S,,,Unifone,android
U5_Breeze,U5_Breeze,U5_Breeze,U5_Breeze,,,Unifone,android
Atom,Atom,Atom,Atom,,,Unihertz,android
Atom_L,Atom_L,Atom_L,Atom_L,,,Unihertz,android
Atom_XL,Atom_XL,Atom_XL,Atom_XL,,,Unihertz,android
Jelly2,Jelly2,Jelly2,Jelly2,,,Unihertz,android
Jelly2_JP,Jelly2_JP,Jelly2_JP,Jelly2_JP,,,Unihertz,android
Titan,Titan,Titan,Titan,,,Unihertz,android
Titan pocket,Titan pocket,Titan pocket,Titan pocket,,,Unihertz,android
Unionaire Android TV 2K,Africa,Africa,Africa,,,Unionaire,android
s6w,s6w,s6w,s6w,,,Uniscope,android
UT10,UT10,UT10,UT10,,,Unistrong,android
UT12,UT12,UT12,UT12,,,Unistrong,android
UT12P,UT12P,UT12P,UT12P,,,Unistrong,android
UT30,UT30,UT30,UT30,,,Unistrong,android
UT30,UT30_EEA,UT30_EEA,UT30_EEA,,,Unistrong,android
UT32,UT32,UT32,UT32,,,Unistrong,android
UT56,UT56,UT56,UT56,,,Unistrong,android
EA320,EA320,EA320,EA320,,,Unitech,android
EA500Plus,EA500Plus,EA500Plus,EA500Plus,,,Unitech,android
EA510,EA510,EA510,EA510,,,Unitech,android
EA630,EA630,EA630,EA630,,,Unitech,android
EA630Plus,EA630Plus,EA630Plus,EA630Plus,,,Unitech,android
HT730,HT730,HT730,HT730,,,Unitech,android
PA760,PA760,PA760,PA760,,,Unitech,android
PA760,PA760_EE,PA760_EE,PA760_EE,,,Unitech,android
PA760,PA760_FP,PA760_FP,PA760_FP,,,Unitech,android
TB85,TB85,TB85,TB85,,,Unitech,android
TB85Plus,TB85Plus,TB85Plus,TB85Plus,,,Unitech,android
WD200,WD200,WD200,WD200,,,Unitech,android
KSTB6020,KSTB6020,KSTB6020,KSTB6020,,,United Group,android
QUATTRO_M-3,QUATTRO_M-3,QUATTRO_M-3,QUATTRO_M-3,,,Unnecto,android
U4560,U4560,U4560,U4560,,,Unnecto,android
HH25,HH25,HH25,HH25,,,Unnion Technologies,android
UNSP7,UNSP7,UNSP7,UNSP7,,,Unnion Technologies,android
SP10,Unnion SP10,Unnion SP10,Unnion SP10,,,Unnion Technologies,android
UN55L,UN55L,UN55L,UN55L,,,Unonu,android
U4001,UNONU U4001,UNONU U4001,UNONU U4001,,,Unonu,android
UNONU W61,UNONU W61,UNONU W61,UNONU W61,,,Unonu,android
X5C,UNONU X5C,UNONU X5C,UNONU X5C,,,Unonu,android
UNONU_L55D,UNONU_L55D,UNONU_L55D,UNONU_L55D,,,Unonu,android
UNONU N55S,UNONU_N55S,UNONU_N55S,UNONU_N55S,,,Unonu,android
UNONU_W609,UNONU_W609,UNONU_W609,UNONU_W609,,,Unonu,android
UT3G,UT3G,UT3G,UT3G,,,Unonu,android
UT3G,UT3GPlus,UT3GPlus,UT3GPlus,,,Unonu,android
W40L,W40L,W40L,W40L,,,Unonu,android
W50A,W50A,W50A,W50A,,,Unonu,android
W55G,W55G,W55G,W55G,,,Unonu,android
W55_PLUS,W55_PLUS_B125,W55_PLUS_B125,W55_PLUS_B125,,,Unonu,android
W55_PLUS,W55_PLUS_B18,W55_PLUS_B18,W55_PLUS_B18,,,Unonu,android
UNONU W57A,W57A,W57A,W57A,,,Unonu,android
UNONU X4G,X4G,X4G,X4G,,,Unonu,android
X4G,X4G,X4G,X4G,,,Unonu,android
SPURT R3,SPURT R3,SPURT R3,SPURT R3,,,Uphone,android
